candidate,signal_family,construction,holdout_eligible
ceiling_blend::drawdown_recovery__top1__equal::75,drawdown_recovery,ceiling_blend,True
regime::tech_leadership::drawdown_recovery__top1__equal,drawdown_recovery,regime_tech_leadership,True
regime::broad_risk_on::drawdown_recovery__top1__equal,drawdown_recovery,regime_broad_risk_on,True
regime::high_dispersion::drawdown_recovery__top1__equal,drawdown_recovery,regime_high_dispersion,True
regime::low_volatility_risk_on::drawdown_recovery__top1__equal,drawdown_recovery,regime_low_volatility_risk_on,True
standalone::drawdown_recovery__top1__score_invvol,drawdown_recovery,standalone,True
xlk_blend::drawdown_recovery__top1__score_invvol::25,drawdown_recovery,xlk_blend,True
ceiling_blend::drawdown_recovery__top1__score_invvol::25,drawdown_recovery,ceiling_blend,True
xlk_blend::drawdown_recovery__top1__score_invvol::50,drawdown_recovery,xlk_blend,True
ceiling_blend::drawdown_recovery__top1__score_invvol::50,drawdown_recovery,ceiling_blend,True
xlk_blend::drawdown_recovery__top1__score_invvol::75,drawdown_recovery,xlk_blend,True
ceiling_blend::drawdown_recovery__top1__score_invvol::75,drawdown_recovery,ceiling_blend,True
regime::tech_leadership::drawdown_recovery__top1__score_invvol,drawdown_recovery,regime_tech_leadership,True
regime::broad_risk_on::drawdown_recovery__top1__score_invvol,drawdown_recovery,regime_broad_risk_on,True
regime::high_dispersion::drawdown_recovery__top1__score_invvol,drawdown_recovery,regime_high_dispersion,True
regime::low_volatility_risk_on::drawdown_recovery__top1__score_invvol,drawdown_recovery,regime_low_volatility_risk_on,True
standalone::drawdown_recovery__top2__equal,drawdown_recovery,standalone,True
xlk_blend::drawdown_recovery__top2__equal::25,drawdown_recovery,xlk_blend,True
ceiling_blend::drawdown_recovery__top2__equal::25,drawdown_recovery,ceiling_blend,True
xlk_blend::drawdown_recovery__top2__equal::50,drawdown_recovery,xlk_blend,True
ceiling_blend::drawdown_recovery__top2__equal::50,drawdown_recovery,ceiling_blend,True
xlk_blend::drawdown_recovery__top2__equal::75,drawdown_recovery,xlk_blend,True
ceiling_blend::drawdown_recovery__top2__equal::75,drawdown_recovery,ceiling_blend,True
regime::tech_leadership::drawdown_recovery__top2__equal,drawdown_recovery,regime_tech_leadership,True
regime::broad_risk_on::drawdown_recovery__top2__equal,drawdown_recovery,regime_broad_risk_on,True
regime::high_dispersion::drawdown_recovery__top2__equal,drawdown_recovery,regime_high_dispersion,True
regime::low_volatility_risk_on::drawdown_recovery__top2__equal,drawdown_recovery,regime_low_volatility_risk_on,True
standalone::drawdown_recovery__top2__score_invvol,drawdown_recovery,standalone,True
xlk_blend::drawdown_recovery__top2__score_invvol::25,drawdown_recovery,xlk_blend,True
ceiling_blend::drawdown_recovery__top2__score_invvol::25,drawdown_recovery,ceiling_blend,True
xlk_blend::drawdown_recovery__top2__score_invvol::50,drawdown_recovery,xlk_blend,True
ceiling_blend::drawdown_recovery__top2__score_invvol::50,drawdown_recovery,ceiling_blend,True
xlk_blend::drawdown_recovery__top2__score_invvol::75,drawdown_recovery,xlk_blend,True
ceiling_blend::drawdown_recovery__top2__score_invvol::75,drawdown_recovery,ceiling_blend,True
regime::tech_leadership::drawdown_recovery__top2__score_invvol,drawdown_recovery,regime_tech_leadership,True
regime::broad_risk_on::drawdown_recovery__top2__score_invvol,drawdown_recovery,regime_broad_risk_on,True
regime::high_dispersion::drawdown_recovery__top2__score_invvol,drawdown_recovery,regime_high_dispersion,True
regime::low_volatility_risk_on::drawdown_recovery__top2__score_invvol,drawdown_recovery,regime_low_volatility_risk_on,True
standalone::drawdown_recovery__top3__equal,drawdown_recovery,standalone,True
xlk_blend::drawdown_recovery__top3__equal::25,drawdown_recovery,xlk_blend,True
ceiling_blend::drawdown_recovery__top3__equal::25,drawdown_recovery,ceiling_blend,True
xlk_blend::drawdown_recovery__top3__equal::50,drawdown_recovery,xlk_blend,True
ceiling_blend::drawdown_recovery__top3__equal::50,drawdown_recovery,ceiling_blend,True
xlk_blend::drawdown_recovery__top3__equal::75,drawdown_recovery,xlk_blend,True
ceiling_blend::drawdown_recovery__top3__equal::75,drawdown_recovery,ceiling_blend,True
regime::tech_leadership::drawdown_recovery__top3__equal,drawdown_recovery,regime_tech_leadership,True
regime::broad_risk_on::drawdown_recovery__top3__equal,drawdown_recovery,regime_broad_risk_on,True
regime::high_dispersion::drawdown_recovery__top3__equal,drawdown_recovery,regime_high_dispersion,True
regime::low_volatility_risk_on::drawdown_recovery__top3__equal,drawdown_recovery,regime_low_volatility_risk_on,True
standalone::drawdown_recovery__top3__score_invvol,drawdown_recovery,standalone,True
xlk_blend::drawdown_recovery__top3__score_invvol::25,drawdown_recovery,xlk_blend,True
ceiling_blend::drawdown_recovery__top3__score_invvol::25,drawdown_recovery,ceiling_blend,True
xlk_blend::drawdown_recovery__top3__score_invvol::50,drawdown_recovery,xlk_blend,True
ceiling_blend::drawdown_recovery__top3__score_invvol::50,drawdown_recovery,ceiling_blend,True
xlk_blend::drawdown_recovery__top3__score_invvol::75,drawdown_recovery,xlk_blend,True
ceiling_blend::drawdown_recovery__top3__score_invvol::75,drawdown_recovery,ceiling_blend,True
regime::tech_leadership::drawdown_recovery__top3__score_invvol,drawdown_recovery,regime_tech_leadership,True
regime::broad_risk_on::drawdown_recovery__top3__score_invvol,drawdown_recovery,regime_broad_risk_on,True
regime::high_dispersion::drawdown_recovery__top3__score_invvol,drawdown_recovery,regime_high_dispersion,True
regime::low_volatility_risk_on::drawdown_recovery__top3__score_invvol,drawdown_recovery,regime_low_volatility_risk_on,True
standalone::rank_consensus__top1__equal,rank_consensus,standalone,True
xlk_blend::rank_consensus__top1__equal::25,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top1__equal::25,rank_consensus,ceiling_blend,True
xlk_blend::rank_consensus__top1__equal::50,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top1__equal::50,rank_consensus,ceiling_blend,True
xlk_blend::rank_consensus__top1__equal::75,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top1__equal::75,rank_consensus,ceiling_blend,True
regime::tech_leadership::rank_consensus__top1__equal,rank_consensus,regime_tech_leadership,True
regime::broad_risk_on::rank_consensus__top1__equal,rank_consensus,regime_broad_risk_on,True
regime::high_dispersion::rank_consensus__top1__equal,rank_consensus,regime_high_dispersion,True
regime::low_volatility_risk_on::rank_consensus__top1__equal,rank_consensus,regime_low_volatility_risk_on,True
standalone::rank_consensus__top1__score_invvol,rank_consensus,standalone,True
xlk_blend::rank_consensus__top1__score_invvol::25,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top1__score_invvol::25,rank_consensus,ceiling_blend,True
xlk_blend::rank_consensus__top1__score_invvol::50,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top1__score_invvol::50,rank_consensus,ceiling_blend,True
xlk_blend::rank_consensus__top1__score_invvol::75,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top1__score_invvol::75,rank_consensus,ceiling_blend,True
regime::tech_leadership::rank_consensus__top1__score_invvol,rank_consensus,regime_tech_leadership,True
regime::broad_risk_on::rank_consensus__top1__score_invvol,rank_consensus,regime_broad_risk_on,True
regime::high_dispersion::rank_consensus__top1__score_invvol,rank_consensus,regime_high_dispersion,True
regime::low_volatility_risk_on::rank_consensus__top1__score_invvol,rank_consensus,regime_low_volatility_risk_on,True
standalone::rank_consensus__top2__equal,rank_consensus,standalone,True
xlk_blend::rank_consensus__top2__equal::25,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top2__equal::25,rank_consensus,ceiling_blend,True
xlk_blend::rank_consensus__top2__equal::50,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top2__equal::50,rank_consensus,ceiling_blend,True
xlk_blend::rank_consensus__top2__equal::75,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top2__equal::75,rank_consensus,ceiling_blend,True
regime::tech_leadership::rank_consensus__top2__equal,rank_consensus,regime_tech_leadership,True
regime::broad_risk_on::rank_consensus__top2__equal,rank_consensus,regime_broad_risk_on,True
regime::high_dispersion::rank_consensus__top2__equal,rank_consensus,regime_high_dispersion,True
regime::low_volatility_risk_on::rank_consensus__top2__equal,rank_consensus,regime_low_volatility_risk_on,True
standalone::rank_consensus__top2__score_invvol,rank_consensus,standalone,True
xlk_blend::rank_consensus__top2__score_invvol::25,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top2__score_invvol::25,rank_consensus,ceiling_blend,True
xlk_blend::rank_consensus__top2__score_invvol::50,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top2__score_invvol::50,rank_consensus,ceiling_blend,True
xlk_blend::rank_consensus__top2__score_invvol::75,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top2__score_invvol::75,rank_consensus,ceiling_blend,True
regime::tech_leadership::rank_consensus__top2__score_invvol,rank_consensus,regime_tech_leadership,True
regime::broad_risk_on::rank_consensus__top2__score_invvol,rank_consensus,regime_broad_risk_on,True
regime::high_dispersion::rank_consensus__top2__score_invvol,rank_consensus,regime_high_dispersion,True
regime::low_volatility_risk_on::rank_consensus__top2__score_invvol,rank_consensus,regime_low_volatility_risk_on,True
standalone::rank_consensus__top3__equal,rank_consensus,standalone,True
xlk_blend::rank_consensus__top3__equal::25,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top3__equal::25,rank_consensus,ceiling_blend,True
xlk_blend::rank_consensus__top3__equal::50,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top3__equal::50,rank_consensus,ceiling_blend,True
xlk_blend::rank_consensus__top3__equal::75,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top3__equal::75,rank_consensus,ceiling_blend,True
regime::tech_leadership::rank_consensus__top3__equal,rank_consensus,regime_tech_leadership,True
regime::broad_risk_on::rank_consensus__top3__equal,rank_consensus,regime_broad_risk_on,True
regime::high_dispersion::rank_consensus__top3__equal,rank_consensus,regime_high_dispersion,True
regime::low_volatility_risk_on::rank_consensus__top3__equal,rank_consensus,regime_low_volatility_risk_on,True
standalone::rank_consensus__top3__score_invvol,rank_consensus,standalone,True
xlk_blend::rank_consensus__top3__score_invvol::25,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top3__score_invvol::25,rank_consensus,ceiling_blend,True
xlk_blend::rank_consensus__top3__score_invvol::50,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top3__score_invvol::50,rank_consensus,ceiling_blend,True
xlk_blend::rank_consensus__top3__score_invvol::75,rank_consensus,xlk_blend,True
ceiling_blend::rank_consensus__top3__score_invvol::75,rank_consensus,ceiling_blend,True
regime::tech_leadership::rank_consensus__top3__score_invvol,rank_consensus,regime_tech_leadership,True
regime::broad_risk_on::rank_consensus__top3__score_invvol,rank_consensus,regime_broad_risk_on,True
regime::high_dispersion::rank_consensus__top3__score_invvol,rank_consensus,regime_high_dispersion,True
regime::low_volatility_risk_on::rank_consensus__top3__score_invvol,rank_consensus,regime_low_volatility_risk_on,True
standalone::persistent_consensus__top1__equal,persistent_consensus,standalone,True
xlk_blend::persistent_consensus__top1__equal::25,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top1__equal::25,persistent_consensus,ceiling_blend,True
xlk_blend::persistent_consensus__top1__equal::50,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top1__equal::50,persistent_consensus,ceiling_blend,True
xlk_blend::persistent_consensus__top1__equal::75,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top1__equal::75,persistent_consensus,ceiling_blend,True
regime::tech_leadership::persistent_consensus__top1__equal,persistent_consensus,regime_tech_leadership,True
regime::broad_risk_on::persistent_consensus__top1__equal,persistent_consensus,regime_broad_risk_on,True
regime::high_dispersion::persistent_consensus__top1__equal,persistent_consensus,regime_high_dispersion,True
regime::low_volatility_risk_on::persistent_consensus__top1__equal,persistent_consensus,regime_low_volatility_risk_on,True
standalone::persistent_consensus__top1__score_invvol,persistent_consensus,standalone,True
xlk_blend::persistent_consensus__top1__score_invvol::25,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top1__score_invvol::25,persistent_consensus,ceiling_blend,True
xlk_blend::persistent_consensus__top1__score_invvol::50,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top1__score_invvol::50,persistent_consensus,ceiling_blend,True
xlk_blend::persistent_consensus__top1__score_invvol::75,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top1__score_invvol::75,persistent_consensus,ceiling_blend,True
regime::tech_leadership::persistent_consensus__top1__score_invvol,persistent_consensus,regime_tech_leadership,True
regime::broad_risk_on::persistent_consensus__top1__score_invvol,persistent_consensus,regime_broad_risk_on,True
regime::high_dispersion::persistent_consensus__top1__score_invvol,persistent_consensus,regime_high_dispersion,True
regime::low_volatility_risk_on::persistent_consensus__top1__score_invvol,persistent_consensus,regime_low_volatility_risk_on,True
standalone::persistent_consensus__top2__equal,persistent_consensus,standalone,True
xlk_blend::persistent_consensus__top2__equal::25,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top2__equal::25,persistent_consensus,ceiling_blend,True
xlk_blend::persistent_consensus__top2__equal::50,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top2__equal::50,persistent_consensus,ceiling_blend,True
xlk_blend::persistent_consensus__top2__equal::75,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top2__equal::75,persistent_consensus,ceiling_blend,True
regime::tech_leadership::persistent_consensus__top2__equal,persistent_consensus,regime_tech_leadership,True
regime::broad_risk_on::persistent_consensus__top2__equal,persistent_consensus,regime_broad_risk_on,True
regime::high_dispersion::persistent_consensus__top2__equal,persistent_consensus,regime_high_dispersion,True
regime::low_volatility_risk_on::persistent_consensus__top2__equal,persistent_consensus,regime_low_volatility_risk_on,True
standalone::persistent_consensus__top2__score_invvol,persistent_consensus,standalone,True
xlk_blend::persistent_consensus__top2__score_invvol::25,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top2__score_invvol::25,persistent_consensus,ceiling_blend,True
xlk_blend::persistent_consensus__top2__score_invvol::50,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top2__score_invvol::50,persistent_consensus,ceiling_blend,True
xlk_blend::persistent_consensus__top2__score_invvol::75,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top2__score_invvol::75,persistent_consensus,ceiling_blend,True
regime::tech_leadership::persistent_consensus__top2__score_invvol,persistent_consensus,regime_tech_leadership,True
regime::broad_risk_on::persistent_consensus__top2__score_invvol,persistent_consensus,regime_broad_risk_on,True
regime::high_dispersion::persistent_consensus__top2__score_invvol,persistent_consensus,regime_high_dispersion,True
regime::low_volatility_risk_on::persistent_consensus__top2__score_invvol,persistent_consensus,regime_low_volatility_risk_on,True
standalone::persistent_consensus__top3__equal,persistent_consensus,standalone,True
xlk_blend::persistent_consensus__top3__equal::25,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top3__equal::25,persistent_consensus,ceiling_blend,True
xlk_blend::persistent_consensus__top3__equal::50,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top3__equal::50,persistent_consensus,ceiling_blend,True
xlk_blend::persistent_consensus__top3__equal::75,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top3__equal::75,persistent_consensus,ceiling_blend,True
regime::tech_leadership::persistent_consensus__top3__equal,persistent_consensus,regime_tech_leadership,True
regime::broad_risk_on::persistent_consensus__top3__equal,persistent_consensus,regime_broad_risk_on,True
regime::high_dispersion::persistent_consensus__top3__equal,persistent_consensus,regime_high_dispersion,True
regime::low_volatility_risk_on::persistent_consensus__top3__equal,persistent_consensus,regime_low_volatility_risk_on,True
standalone::persistent_consensus__top3__score_invvol,persistent_consensus,standalone,True
xlk_blend::persistent_consensus__top3__score_invvol::25,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top3__score_invvol::25,persistent_consensus,ceiling_blend,True
xlk_blend::persistent_consensus__top3__score_invvol::50,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top3__score_invvol::50,persistent_consensus,ceiling_blend,True
xlk_blend::persistent_consensus__top3__score_invvol::75,persistent_consensus,xlk_blend,True
ceiling_blend::persistent_consensus__top3__score_invvol::75,persistent_consensus,ceiling_blend,True
regime::tech_leadership::persistent_consensus__top3__score_invvol,persistent_consensus,regime_tech_leadership,True
regime::broad_risk_on::persistent_consensus__top3__score_invvol,persistent_consensus,regime_broad_risk_on,True
regime::high_dispersion::persistent_consensus__top3__score_invvol,persistent_consensus,regime_high_dispersion,True
regime::low_volatility_risk_on::persistent_consensus__top3__score_invvol,persistent_consensus,regime_low_volatility_risk_on,True
