decision_at,event_time,cik10,company_name_as_filed,sector,market_cap,score
2024-05-10,2024-05-03 00:00:00+00:00,0001044777,ONESPAN INC.,technology,439494645.6346922,0.3354234851785069
2024-05-10,2024-05-04 00:00:00+00:00,0000863436,BENCHMARK ELECTRONICS INC,technology,1073594403.738146,0.31753759601860865
2024-05-10,2024-05-02 00:00:00+00:00,0001274494,"FIRST SOLAR, INC.",technology,18036099541.277054,0.3029552485360759
2024-05-10,2024-05-08 00:00:00+00:00,0001724965,TALOS ENERGY INC.,energy,2209752124.6208262,0.28178148792806
2024-05-10,2024-05-01 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",energy,4002645710.1440353,0.27475894220678027
2024-05-10,2024-05-08 00:00:00+00:00,0001493761,TURTLE BEACH CORP,technology,303517850.53043365,0.2702846344184904
2024-05-10,2024-05-02 00:00:00+00:00,0001280058,BLACKBAUD INC,technology,3964667161.3211975,0.2669721092480897
2024-05-10,2024-05-02 00:00:00+00:00,0001442145,"VERISK ANALYTICS, INC.",technology,33801296742.69232,0.2649506626726198
2024-05-10,2024-05-09 00:00:00+00:00,0001698990,MAGNOLIA OIL & GAS CORP,energy,4855063492.740631,0.2644319457794635
2024-05-10,2024-05-02 00:00:00+00:00,0001410384,"Q2 HOLDINGS, INC.",technology,3104940611.286083,0.2637370593414509
2024-05-10,2024-04-27 00:00:00+00:00,0001564408,SNAP INC,technology,19455109304.229736,0.25453101948846335
2024-05-10,2024-05-03 00:00:00+00:00,0001539838,"DIAMONDBACK ENERGY, INC.",energy,35362759026.36455,0.2321911150752759
2024-05-10,2024-05-03 00:00:00+00:00,0001163165,CONOCOPHILLIPS,energy,149733255642.99463,0.2299891322231748
2024-05-10,2024-05-04 00:00:00+00:00,0001580808,"A10 NETWORKS, INC.",technology,1019841077.5105144,0.22544654206240544
2024-05-10,2024-05-03 00:00:00+00:00,0000093410,CHEVRON CORP,energy,292965647500.6842,0.22393322595450257
2024-05-10,2024-05-09 00:00:00+00:00,0000894627,VAALCO ENERGY INC /DE/,energy,719820964.1422162,0.21756414809674934
2024-05-17,2024-05-09 00:00:00+00:00,0001751008,APPLOVIN CORP,technology,23526958619.54077,0.7025776777699864
2024-05-17,2024-05-03 00:00:00+00:00,0001273441,GRAN TIERRA ENERGY INC.,energy,230240012.83462763,0.6180574785268097
2024-05-17,2024-05-08 00:00:00+00:00,0001039399,FORMFACTOR INC,technology,3540816580.6740685,0.5784846070771483
2024-05-17,2024-05-08 00:00:00+00:00,0000004447,HESS CORP,energy,46883691048.96,0.544803839462117
2024-05-17,2024-05-04 00:00:00+00:00,0000863436,BENCHMARK ELECTRONICS INC,technology,1073594403.738146,0.5210283845313199
2024-05-17,2024-05-03 00:00:00+00:00,0001005284,UNIVERSAL DISPLAY CORP PA,technology,7978735175.45166,0.5183574596741846
2024-05-17,2024-05-08 00:00:00+00:00,0001897982,"ASPEN TECHNOLOGY, INC.",technology,13553692542.88,0.49818193391916865
2024-05-17,2024-05-01 00:00:00+00:00,0001506293,"PINTEREST, INC.",technology,23203277644.54651,0.4966658893692647
2024-05-17,2024-04-27 00:00:00+00:00,0001433195,APPFOLIO INC,technology,8806397536.05652,0.490800905510425
2024-05-17,2024-05-11 00:00:00+00:00,0001820144,GRINDR INC.,technology,1773343344.2638636,0.4789717488589765
2024-05-17,2024-05-10 00:00:00+00:00,0001777921,"AVEPOINT, INC.",technology,1457365803.4789124,0.44188458558030597
2024-05-17,2024-05-02 00:00:00+00:00,0001121788,GARMIN LTD,technology,28549903132.37683,0.4272452366475533
2024-05-17,2024-05-01 00:00:00+00:00,0001466258,TRANE TECHNOLOGIES PLC,technology,68167084416.67773,0.42200152219345793
2024-05-17,2024-05-02 00:00:00+00:00,0001442145,"VERISK ANALYTICS, INC.",technology,33801296742.69232,0.39693390845443366
2024-05-17,2024-05-03 00:00:00+00:00,0001044777,ONESPAN INC.,technology,439494645.6346922,0.3577118350985679
2024-05-17,2024-05-10 00:00:00+00:00,0000704532,ONTO INNOVATION INC.,technology,8896463749.39975,0.35384834986834013
2024-05-17,2024-05-02 00:00:00+00:00,0001280058,BLACKBAUD INC,technology,3964667161.3211975,0.3536269244466821
2024-05-17,2024-04-25 00:00:00+00:00,0000016058,CACI INTERNATIONAL INC /DE/,technology,8442267164.401489,0.35138460520177844
2024-05-17,2024-05-09 00:00:00+00:00,0001698990,MAGNOLIA OIL & GAS CORP,energy,4855063492.740631,0.3424242458013535
2024-05-17,2024-04-27 00:00:00+00:00,0001564408,SNAP INC,technology,19455109304.229736,0.3306614315612125
2024-05-17,2024-05-10 00:00:00+00:00,0001049502,MKS INSTRUMENTS INC,technology,8918368732.0,0.3235169054664881
2024-05-17,2024-05-02 00:00:00+00:00,0001274494,"FIRST SOLAR, INC.",technology,18036099541.277054,0.32225266803282493
2024-05-17,2024-05-02 00:00:00+00:00,0001410384,"Q2 HOLDINGS, INC.",technology,3104940611.286083,0.31881984687974774
2024-05-17,2024-05-03 00:00:00+00:00,0001090012,DEVON ENERGY CORP/DE,energy,31864300193.78662,0.2701025170169896
2024-05-17,2024-05-01 00:00:00+00:00,0001336920,"LEIDOS HOLDINGS, INC.",technology,17799308070.85135,0.2534090064590882
2024-05-17,2024-05-10 23:59:59+00:00,0001899883,FTAI INFRASTRUCTURE INC.,energy,638637229.7762132,0.252851962972661
2024-05-17,2024-04-26 00:00:00+00:00,0001575828,EXPRO GROUP HOLDINGS N.V.,energy,2198292312.244241,0.23738318883477955
2024-05-17,2024-05-02 00:00:00+00:00,0001705873,BERRY CORP (BRY),energy,614481543.5500001,0.23680185767615577
2024-05-17,2024-05-04 00:00:00+00:00,0000893538,SM ENERGY CO,energy,5769964842.384795,0.23507177984440025
2024-05-17,2024-05-08 00:00:00+00:00,0001509991,KOSMOS ENERGY LTD.,energy,2810155174.2663946,0.2326654768552377
2024-05-24,2024-05-09 00:00:00+00:00,0001751008,APPLOVIN CORP,technology,23526958619.54077,0.6257924780665889
2024-05-24,2024-05-03 00:00:00+00:00,0001273441,GRAN TIERRA ENERGY INC.,energy,230240012.83462763,0.5847305564250365
2024-05-24,2024-05-08 00:00:00+00:00,0001039399,FORMFACTOR INC,technology,3540816580.6740685,0.5438549184352652
2024-05-24,2024-05-08 00:00:00+00:00,0000004447,HESS CORP,energy,46883691048.96,0.5438193394660018
2024-05-24,2024-05-08 00:00:00+00:00,0001897982,"ASPEN TECHNOLOGY, INC.",technology,13553692542.88,0.531521002382944
2024-05-24,2024-05-04 00:00:00+00:00,0000863436,BENCHMARK ELECTRONICS INC,technology,1073594403.738146,0.4994956753502173
2024-05-24,2024-05-01 00:00:00+00:00,0001506293,"PINTEREST, INC.",technology,23203277644.54651,0.48149053661014596
2024-05-24,2024-05-10 00:00:00+00:00,0001777921,"AVEPOINT, INC.",technology,1457365803.4789124,0.46150294272203973
2024-05-24,2024-05-03 00:00:00+00:00,0001005284,UNIVERSAL DISPLAY CORP PA,technology,7978735175.45166,0.4547608981229656
2024-05-24,2024-05-08 00:00:00+00:00,0001422930,"PUBMATIC, INC.",technology,1227747164.4592285,0.41573911953091686
2024-05-24,2024-05-02 00:00:00+00:00,0001121788,GARMIN LTD,technology,28549903132.37683,0.40449975130616406
2024-05-24,2024-04-27 00:00:00+00:00,0001433195,APPFOLIO INC,technology,8806397536.05652,0.3980837447890413
2024-05-24,2024-05-02 00:00:00+00:00,0001442145,"VERISK ANALYTICS, INC.",technology,33801296742.69232,0.37215024812001307
2024-05-24,2024-05-01 00:00:00+00:00,0001466258,TRANE TECHNOLOGIES PLC,technology,68167084416.67773,0.35763970556962826
2024-05-24,2024-05-03 00:00:00+00:00,0001044777,ONESPAN INC.,technology,439494645.6346922,0.3545559929225474
2024-05-24,2024-05-02 00:00:00+00:00,0001280058,BLACKBAUD INC,technology,3964667161.3211975,0.34763883928866857
2024-05-24,2024-05-02 00:00:00+00:00,0001274494,"FIRST SOLAR, INC.",technology,18036099541.277054,0.3207746099608581
2024-05-24,2024-04-27 00:00:00+00:00,0001564408,SNAP INC,technology,19455109304.229736,0.30148892282604
2024-05-24,2024-05-10 00:00:00+00:00,0000704532,ONTO INNOVATION INC.,technology,8896463749.39975,0.2958080369582092
2024-05-24,2024-05-02 00:00:00+00:00,0001410384,"Q2 HOLDINGS, INC.",technology,3104940611.286083,0.2767490746738848
2024-05-24,2024-05-10 00:00:00+00:00,0001809519,"GOODRX HOLDINGS, INC.",technology,2935402660.571575,0.2748741799699137
2024-05-24,2024-05-04 00:00:00+00:00,0001580808,"A10 NETWORKS, INC.",technology,1019841077.5105144,0.2742068969472543
2024-05-24,2024-05-09 00:00:00+00:00,0001698990,MAGNOLIA OIL & GAS CORP,energy,4855063492.740631,0.25654694147954743
2024-05-24,2024-04-26 00:00:00+00:00,0001575828,EXPRO GROUP HOLDINGS N.V.,energy,2198292312.244241,0.25206794697455803
2024-05-24,2024-05-09 23:59:59+00:00,0001816431,QUANTUM-SI INC,technology,284736634.8290248,0.24376225826297956
2024-05-24,2024-05-03 00:00:00+00:00,0001090012,DEVON ENERGY CORP/DE,energy,31864300193.78662,0.23863368802264828
2024-05-24,2024-05-10 23:59:59+00:00,0001899883,FTAI INFRASTRUCTURE INC.,energy,638637229.7762132,0.22987696046929498
2024-05-24,2024-05-03 00:00:00+00:00,0000093410,CHEVRON CORP,energy,292965647500.6842,0.22357204702702596
2024-05-24,2024-05-02 00:00:00+00:00,0000789933,NACCO INDUSTRIES INC,energy,227013405.73501587,0.19089149970407995
2024-05-24,2024-05-04 00:00:00+00:00,0000893538,SM ENERGY CO,energy,5769964842.384795,0.1805094205928609
2024-05-31,2024-05-09 00:00:00+00:00,0001751008,APPLOVIN CORP,technology,23526958619.54077,0.6457856318653661
2024-05-31,2024-05-03 00:00:00+00:00,0001273441,GRAN TIERRA ENERGY INC.,energy,230240012.83462763,0.6100840336134453
2024-05-31,2024-05-30 00:00:00+00:00,0001045810,NVIDIA CORP,technology,225890007019.043,0.6040914617866445
2024-05-31,2024-05-08 00:00:00+00:00,0001039399,FORMFACTOR INC,technology,3540816580.6740685,0.569558355542575
2024-05-31,2024-05-04 00:00:00+00:00,0000863436,BENCHMARK ELECTRONICS INC,technology,1073594403.738146,0.5198482073482074
2024-05-31,2024-05-10 00:00:00+00:00,0001777921,"AVEPOINT, INC.",technology,1457365803.4789124,0.4738074609959993
2024-05-31,2024-05-03 00:00:00+00:00,0001005284,UNIVERSAL DISPLAY CORP PA,technology,7978735175.45166,0.4563839773183627
2024-05-31,2024-05-08 00:00:00+00:00,0001897982,"ASPEN TECHNOLOGY, INC.",technology,13553692542.88,0.4521875445982589
2024-05-31,2024-05-08 00:00:00+00:00,0001422930,"PUBMATIC, INC.",technology,1227747164.4592285,0.38135935032114426
2024-05-31,2024-05-10 00:00:00+00:00,0000704532,ONTO INNOVATION INC.,technology,8896463749.39975,0.3447922836668684
2024-05-31,2024-05-03 00:00:00+00:00,0001044777,ONESPAN INC.,technology,439494645.6346922,0.30535958412204256
2024-05-31,2024-05-10 23:59:59+00:00,0001899883,FTAI INFRASTRUCTURE INC.,energy,638637229.7762132,0.3042878689937513
2024-05-31,2024-05-08 00:00:00+00:00,0000031791,"REVVITY, INC.",technology,12970631205.0,0.25472877989489284
2024-05-31,2024-05-10 00:00:00+00:00,0001486159,CHORD ENERGY CORP,energy,7385933231.786468,0.24038075214545807
2024-05-31,2024-05-04 00:00:00+00:00,0001580808,"A10 NETWORKS, INC.",technology,1019841077.5105144,0.23260951396333454
2024-05-31,2024-05-03 00:00:00+00:00,0000780571,"ITRON, INC.",technology,4217076527.75042,0.2273247484335524
2024-05-31,2024-05-03 00:00:00+00:00,0000093410,CHEVRON CORP,energy,292965647500.6842,0.2265829408686551
2024-05-31,2024-05-10 00:00:00+00:00,0001866633,"CONSENSUS CLOUD SOLUTIONS, INC.",technology,304676604.3446398,0.21852773610663978
2024-05-31,2024-05-07 00:00:00+00:00,0000101984,UNIVERSAL ELECTRONICS INC,technology,129808371.65810966,0.20964710446438017
2024-05-31,2024-05-08 00:00:00+00:00,0001408710,FABRINET,technology,6863019782.746352,0.20693442447179988
2024-05-31,2024-05-08 00:00:00+00:00,0001559432,"TXO PARTNERS, L.P.",energy,551962523.4603882,0.20651080945198588
2024-05-31,2024-05-10 00:00:00+00:00,0001809519,"GOODRX HOLDINGS, INC.",technology,2935402660.571575,0.19670361707321837
2024-05-31,2024-05-10 00:00:00+00:00,0001626450,"BIGCOMMERCE HOLDINGS, INC.",technology,527773989.77279663,0.1933212868480726
2024-05-31,2024-05-08 00:00:00+00:00,0001851003,ZETA GLOBAL HOLDINGS CORP.,technology,1727549822.004799,0.18242725897210949
2024-05-31,2024-05-11 00:00:00+00:00,0001037646,METTLER TOLEDO INTERNATIONAL INC/,technology,28594386018.461918,0.16206016206016213
2024-05-31,2024-05-08 00:00:00+00:00,0000926326,"OMNICELL, INC.",technology,1342104081.0616455,0.1564204031479779
2024-05-31,2024-05-03 00:00:00+00:00,0001038357,PIONEER NATURAL RESOURCES CO,energy,61326069262.5,0.14765290731677286
2024-05-31,2024-05-03 00:00:00+00:00,0001680247,PROPETRO HOLDING CORP.,energy,869141949.7132835,0.09407246348422818
2024-05-31,2024-05-10 00:00:00+00:00,0001086600,ALLIANCE RESOURCE PARTNERS LP,energy,2567642621.3464622,0.09224363145931773
2024-05-31,2024-05-09 00:00:00+00:00,0001865187,"ARIS WATER SOLUTIONS, INC.",energy,108182013.13415527,0.03770856594386006
2024-08-02,2024-08-01 00:00:00+00:00,0001604778,"QORVO, INC.",technology,11096800271.351051,0.6685750952863415
2024-08-02,2024-07-27 00:00:00+00:00,0000073756,OCEANEERING INTERNATIONAL INC,energy,2398869142.6692314,0.3569597069597069
2024-08-02,2024-07-11 00:00:00+00:00,0001800347,"E2OPEN PARENT HOLDINGS, INC.",technology,1376303060.0600002,0.3522222222222222
2024-08-02,2024-07-26 00:00:00+00:00,0001575828,EXPRO GROUP HOLDINGS N.V.,energy,2533518041.553337,0.2947718947718948
2024-08-02,2024-08-01 00:00:00+00:00,0001625278,"NERDWALLET, INC.",technology,1134712029.6478274,0.2600775799681575
2024-08-02,2024-07-31 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,technology,5348809119.812317,0.2542157572248757
2024-08-02,2024-08-01 00:00:00+00:00,0000897723,SANMINA CORP,technology,3673800867.5,0.2517166980267284
2024-08-02,2024-07-27 00:00:00+00:00,0000078749,AGILYSYS INC,technology,2859081725.063278,0.2429353017802866
2024-08-02,2024-07-31 00:00:00+00:00,0001833756,"LEONARDO DRS, INC.",technology,6712755082.248448,0.21400125440247023
2024-08-02,2024-08-01 00:00:00+00:00,0001280058,BLACKBAUD INC,technology,3932358114.389832,0.20723809523809528
2024-08-02,2024-07-24 00:00:00+00:00,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,125973508.52388668,0.18583268583268583
2024-08-02,2024-07-26 00:00:00+00:00,0001092699,SPS COMMERCE INC,technology,6968030631.616973,0.16742548366864474
2024-08-02,2024-07-09 00:00:00+00:00,0000876167,PROGRESS SOFTWARE CORP /MA,technology,2345013273.8198776,0.16138833405702707
2024-08-02,2024-08-01 00:00:00+00:00,0001169561,COMMVAULT SYSTEMS INC,technology,5276285937.445,0.1554883967771506
2024-08-02,2024-08-01 00:00:00+00:00,0001534701,PHILLIPS 66,energy,59849322121.670456,0.130559916274202
2024-08-02,2024-07-27 00:00:00+00:00,0001056696,MANHATTAN ASSOCIATES INC,technology,15188058287.488708,0.12728904327688523
2024-08-02,2024-08-01 00:00:00+00:00,0001410384,"Q2 HOLDINGS, INC.",technology,3625803669.005493,0.1254873353596758
2024-08-02,2024-07-31 00:00:00+00:00,0001699039,"RANGER ENERGY SERVICES, INC.",energy,239206779.1287613,0.10339660339660339
2024-08-02,2024-07-25 23:59:59+00:00,0000798354,FISERV INC,technology,64182287447.52481,0.08659429729338544
2024-08-02,2024-07-31 00:00:00+00:00,0001047127,"AMKOR TECHNOLOGY, INC.",technology,9851733557.707798,0.08603464080667729
2024-08-02,2024-07-31 00:00:00+00:00,0000927003,ADVANCED ENERGY INDUSTRIES INC,technology,4072263781.586152,0.08601823708206686
2024-08-02,2024-07-27 00:00:00+00:00,0001722482,"AVANTOR, INC.",technology,14400446565.839075,0.07386037535581606
2024-08-02,2024-07-26 00:00:00+00:00,0001133421,NORTHROP GRUMMAN CORP /DE/,technology,64516228792.06818,0.06418661649056784
2024-08-02,2024-07-25 00:00:00+00:00,0001013857,PEGASYSTEMS INC,technology,2573468156.826096,0.05988112124282334
2024-08-02,2024-08-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,technology,17100399134.9465,0.052187581415544915
2024-08-02,2024-07-26 00:00:00+00:00,0001373715,"SERVICENOW, INC.",technology,32253469924.92676,0.05218217783567326
2024-08-02,2024-07-25 00:00:00+00:00,0000087347,SCHLUMBERGER LIMITED/NV,energy,67436154254.51926,0.04793539793539794
2024-08-02,2024-07-26 00:00:00+00:00,0001035002,VALERO ENERGY CORP/TX,energy,51259951202.83522,0.033333333333333326
2024-08-02,2024-07-27 00:00:00+00:00,0000789460,WORLD KINECT CORP,energy,1546408120.0707054,0.02620712620712622
2024-08-02,2024-07-26 00:00:00+00:00,0000866829,HELIX ENERGY SOLUTIONS GROUP INC,energy,1820288756.0281756,0.014448514448514435
2024-08-09,2024-08-01 00:00:00+00:00,0001604778,"QORVO, INC.",technology,11096800271.351051,0.5422491325593617
2024-08-09,2024-08-02 00:00:00+00:00,0000935036,"ACI WORLDWIDE, INC.",technology,4174361381.368835,0.36310080250732113
2024-08-09,2024-07-27 00:00:00+00:00,0000073756,OCEANEERING INTERNATIONAL INC,energy,2398869142.6692314,0.3281015037593985
2024-08-09,2024-08-03 00:00:00+00:00,0000320193,APPLE INC,technology,3229664275966.5527,0.3070603608370844
2024-08-09,2024-07-31 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,technology,5348809119.812317,0.2986331821852307
2024-08-09,2024-08-08 00:00:00+00:00,0001846069,"NEXTDOOR HOLDINGS, INC.",technology,1090368808.7785244,0.22203466842278913
2024-08-09,2024-08-07 00:00:00+00:00,0001853145,EVERCOMMERCE INC.,technology,2032433215.9664729,0.20793221780374624
2024-08-09,2024-08-07 00:00:00+00:00,0000746838,UNISYS CORP,technology,285913774.8725748,0.20064702679148239
2024-08-09,2024-08-08 00:00:00+00:00,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",technology,71998021.1016798,0.1908809765783599
2024-08-09,2024-07-26 00:00:00+00:00,0001575828,EXPRO GROUP HOLDINGS N.V.,energy,2533518041.553337,0.18830200501253136
2024-08-09,2024-07-27 00:00:00+00:00,0000078749,AGILYSYS INC,technology,2859081725.063278,0.17450541443483597
2024-08-09,2024-08-02 00:00:00+00:00,0000821189,EOG RESOURCES INC,energy,72338826562.66986,0.1640768588137009
2024-08-09,2024-08-02 00:00:00+00:00,0000891103,"MATCH GROUP, INC.",technology,8070997110.742445,0.15459374589687608
2024-08-09,2024-08-01 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",energy,3756226170.872177,0.15231620718462824
2024-08-09,2024-08-08 00:00:00+00:00,0000854775,DIGI INTERNATIONAL INC,technology,834069474.4506454,0.14266014300457025
2024-08-09,2024-08-02 00:00:00+00:00,0001441683,APPIAN CORP,technology,2228092044.0673823,0.141517666018861
2024-08-09,2024-07-31 00:00:00+00:00,0001833756,"LEONARDO DRS, INC.",technology,6712755082.248448,0.13920328532672938
2024-08-09,2024-08-06 00:00:00+00:00,0001770561,CORONADO GLOBAL RESOURCES INC.,energy,117351759.10151142,0.13764619883040932
2024-08-09,2024-08-08 00:00:00+00:00,0001102993,LIVEPERSON INC,technology,770942626.9982023,0.13682140163757814
2024-08-09,2024-08-07 00:00:00+00:00,0001868912,"ENFUSION, INC.",technology,762616680.0,0.13362546820514365
2024-08-09,2024-08-01 00:00:00+00:00,0000275880,PARSONS CORP,technology,12005432660.179138,0.13129790541405711
2024-08-09,2024-08-07 00:00:00+00:00,0000031791,"REVVITY, INC.",technology,12938989111.573105,0.12893042893996204
2024-08-09,2024-08-02 00:00:00+00:00,0001851003,ZETA GLOBAL HOLDINGS CORP.,technology,3022286265.129278,0.1272833564174616
2024-08-09,2024-07-26 00:00:00+00:00,0001092699,SPS COMMERCE INC,technology,6968030631.616973,0.12636075170025055
2024-08-09,2024-08-07 00:00:00+00:00,0001048695,"F5, INC.",technology,10094646338.484957,0.12550384246310206
2024-08-09,2024-07-24 00:00:00+00:00,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,125973508.52388668,0.12482595377332216
2024-08-09,2024-08-08 00:00:00+00:00,0001609151,"WEAVE COMMUNICATIONS, INC.",technology,641529555.6975288,0.11924222412449821
2024-08-09,2024-08-08 00:00:00+00:00,0001171486,NATURAL RESOURCE PARTNERS LP,energy,1161740129.0498047,0.11214146477304372
2024-08-09,2024-07-31 00:00:00+00:00,0001699039,"RANGER ENERGY SERVICES, INC.",energy,239206779.1287613,0.11207393483709271
2024-08-09,2024-07-26 00:00:00+00:00,0000046765,"HELMERICH & PAYNE, INC.",energy,3567911934.9232025,0.08843776106934001
2024-08-16,2024-08-10 00:00:00+00:00,0000797721,VIASAT INC,technology,1598433723.4939337,0.8660685530250747
2024-08-16,2024-08-09 00:00:00+00:00,0001805385,"EVOLV TECHNOLOGIES HOLDINGS, INC.",technology,398020812.3572111,0.5315494536843112
2024-08-16,2024-08-09 00:00:00+00:00,0001517228,"COMMSCOPE HOLDING COMPANY, INC.",technology,261100293.38885596,0.41437568112411227
2024-08-16,2024-08-02 00:00:00+00:00,0000935036,"ACI WORLDWIDE, INC.",technology,4174361381.368835,0.3388552675645043
2024-08-16,2024-08-10 00:00:00+00:00,0001688568,DXC TECHNOLOGY CO,technology,3415448739.1399536,0.3201807483378814
2024-08-16,2024-07-27 00:00:00+00:00,0000073756,OCEANEERING INTERNATIONAL INC,energy,2398869142.6692314,0.3088512017710309
2024-08-16,2024-07-26 00:00:00+00:00,0001070412,CNX RESOURCES CORP,energy,3723864269.4830017,0.2946462037622696
2024-08-16,2024-07-31 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,technology,5348809119.812317,0.28072014487215274
2024-08-16,2024-08-08 00:00:00+00:00,0001773383,"DYNATRACE, INC.",technology,13302935368.75319,0.27462674369442713
2024-08-16,2024-08-08 00:00:00+00:00,0000854775,DIGI INTERNATIONAL INC,technology,834069474.4506454,0.27375137677162237
2024-08-16,2024-08-08 00:00:00+00:00,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",technology,71998021.1016798,0.23892408024811018
2024-08-16,2024-07-27 00:00:00+00:00,0000078749,AGILYSYS INC,technology,2859081725.063278,0.2340722827290508
2024-08-16,2024-08-03 00:00:00+00:00,0000320193,APPLE INC,technology,3229664275966.5527,0.21581192707243382
2024-08-16,2024-08-06 00:00:00+00:00,0000724004,MESA LABORATORIES INC /CO/,technology,469337870.6023865,0.21500412821332252
2024-08-16,2024-08-02 00:00:00+00:00,0000821189,EOG RESOURCES INC,energy,72338826562.66986,0.2071503033710497
2024-08-16,2024-08-09 00:00:00+00:00,0001738827,"KLX ENERGY SERVICES HOLDINGS, INC.",energy,83492849.63282871,0.2055186590765338
2024-08-16,2024-08-02 00:00:00+00:00,0001698990,MAGNOLIA OIL & GAS CORP,energy,4621205147.827148,0.2036143907981353
2024-08-16,2024-08-07 00:00:00+00:00,0000772406,"CIRRUS LOGIC, INC.",technology,6838607629.7552185,0.19982967703133805
2024-08-16,2024-08-09 00:00:00+00:00,0001855747,"BLEND LABS, INC.",technology,595472813.5306835,0.18984080850527796
2024-08-16,2024-07-31 00:00:00+00:00,0001833756,"LEONARDO DRS, INC.",technology,6712755082.248448,0.17177747180487243
2024-08-16,2024-08-08 00:00:00+00:00,0001171486,NATURAL RESOURCE PARTNERS LP,energy,1161740129.0498047,0.1672391477499004
2024-08-16,2024-08-09 00:00:00+00:00,0000909494,TUCOWS INC /PA/,technology,211566670.578125,0.16051044196838782
2024-08-16,2024-08-09 00:00:00+00:00,0001262039,"FORTINET, INC.",technology,46042544091.86307,0.15962110395966783
2024-08-16,2024-08-02 00:00:00+00:00,0001451505,TRANSOCEAN LTD.,energy,4384751129.588793,0.1532640206620283
2024-08-16,2024-08-08 00:00:00+00:00,0001102993,LIVEPERSON INC,technology,770942626.9982023,0.14769101000985055
2024-08-16,2024-08-01 00:00:00+00:00,0000897723,SANMINA CORP,technology,3673800867.5,0.1402543971201494
2024-08-16,2024-08-09 00:00:00+00:00,0001352010,"EPAM SYSTEMS, INC.",technology,10905558964.19475,0.13692123268146544
2024-08-16,2024-08-01 00:00:00+00:00,0001169561,COMMVAULT SYSTEMS INC,technology,5276285937.445,0.13380147513986151
2024-08-16,2024-08-01 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",energy,3756226170.872177,0.12732843137254904
2024-08-16,2024-08-08 00:00:00+00:00,0001539838,"DIAMONDBACK ENERGY, INC.",energy,35702632344.679504,0.12444362452268844
2024-08-23,2024-08-10 00:00:00+00:00,0000797721,VIASAT INC,technology,1598433723.4939337,0.7868645586653895
2024-08-23,2024-08-09 00:00:00+00:00,0001805385,"EVOLV TECHNOLOGIES HOLDINGS, INC.",technology,398020812.3572111,0.5533825244687518
2024-08-23,2024-07-27 00:00:00+00:00,0000866374,FLEX LTD.,technology,11844387306.501717,0.4054487642762391
2024-08-23,2024-08-09 00:00:00+00:00,0001517228,"COMMSCOPE HOLDING COMPANY, INC.",technology,261100293.38885596,0.40424700802781094
2024-08-23,2024-08-08 00:00:00+00:00,0001773383,"DYNATRACE, INC.",technology,13302935368.75319,0.33661164900028206
2024-08-23,2024-08-02 00:00:00+00:00,0000935036,"ACI WORLDWIDE, INC.",technology,4174361381.368835,0.3293001503322005
2024-08-23,2024-08-07 00:00:00+00:00,0000746838,UNISYS CORP,technology,285913774.8725748,0.3196643468303501
2024-08-23,2024-07-26 00:00:00+00:00,0001070412,CNX RESOURCES CORP,energy,3723864269.4830017,0.3172751381680539
2024-08-23,2024-08-08 00:00:00+00:00,0001609253,CALIFORNIA RESOURCES CORP,energy,3647206279.335693,0.3171626834221992
2024-08-23,2024-08-08 00:00:00+00:00,0000854775,DIGI INTERNATIONAL INC,technology,834069474.4506454,0.277370591175171
2024-08-23,2024-08-03 00:00:00+00:00,0000320193,APPLE INC,technology,3229664275966.5527,0.2766759193633602
2024-08-23,2024-07-27 00:00:00+00:00,0000073756,OCEANEERING INTERNATIONAL INC,energy,2398869142.6692314,0.2731055522877178
2024-08-23,2024-07-31 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,technology,5348809119.812317,0.26885697401137265
2024-08-23,2024-08-10 00:00:00+00:00,0001688568,DXC TECHNOLOGY CO,technology,3415448739.1399536,0.2508014108612194
2024-08-23,2024-08-15 00:00:00+00:00,0001615165,"VERITONE, INC.",technology,85289409.66009593,0.24894905239711046
2024-08-23,2024-08-08 00:00:00+00:00,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",technology,71998021.1016798,0.24522620675459608
2024-08-23,2024-08-08 00:00:00+00:00,0001819974,"SKYWATER TECHNOLOGY, INC",technology,362226961.3656411,0.22639979819620154
2024-08-23,2024-08-07 00:00:00+00:00,0000772406,"CIRRUS LOGIC, INC.",technology,6838607629.7552185,0.22450525418300926
2024-08-23,2024-08-06 00:00:00+00:00,0000724004,MESA LABORATORIES INC /CO/,technology,469337870.6023865,0.21698740543698997
2024-08-23,2024-08-09 00:00:00+00:00,0001855747,"BLEND LABS, INC.",technology,595472813.5306835,0.21165921571212584
