id,description,type,coverage,alphaCount
anl4_fs_detail_estimates_advanced_af_nd_sh_equity_median,Median of analyst annual estimates for Shareholders' Equity,MATRIX,0.8724,15
anl4_fs_detail_estimates_advanced_af_nd_sh_equity_number,Number of contributing analyst annual estimates for Shareholders' Equity,MATRIX,0.8724,4
anl4_fs_detail_estimates_advanced_af_nd_sh_equity_std,Standard deviation of analyst annual estimates for Shareholders' Equity,MATRIX,0.4848,7
anl4_fs_detail_estimates_advanced_af_nd_tbvps_high,Highest analyst estimate of tangible book value per share for the annual period,MATRIX,0.264,5
anl4_fs_detail_estimates_advanced_af_nd_tbvps_low,Lowest analyst estimate of tangible book value per share for the annual period,MATRIX,0.264,3
anl4_fs_detail_estimates_advanced_af_nd_tbvps_mean,Mean of analyst estimates of tangible book value per share for the annual period,MATRIX,0.264,6
anl4_fs_detail_estimates_advanced_af_nd_tbvps_median,Median of analyst estimates of tangible book value per share for the annual period,MATRIX,0.264,4
anl4_fs_detail_estimates_advanced_af_nd_tbvps_number,Number of analyst estimates of tangible book value per share for the annual period,MATRIX,0.264,423
anl4_fs_detail_estimates_advanced_af_nd_totassets_high,Highest individual analyst estimate for Total Assets for the annual forecast period,MATRIX,0.8504,13
anl4_fs_detail_estimates_advanced_af_nd_totassets_low,Lowest individual analyst estimate for Total Assets for the annual forecast period,MATRIX,0.8504,17
anl4_fs_detail_estimates_advanced_af_nd_totassets_mean,Mean of analyst estimates for Total Assets for the annual forecast period,MATRIX,0.8504,20
anl4_fs_detail_estimates_advanced_af_nd_totassets_median,Median of analyst estimates for Total Assets for the annual forecast period,MATRIX,0.8504,13
anl4_fs_detail_estimates_advanced_af_nd_totassets_number,Number of contributing analyst estimates for Total Assets for the annual forecast period,MATRIX,0.8504,9
anl4_fs_detail_estimates_advanced_af_nd_totassets_std,Standard deviation of analyst estimates for Total Assets for the annual forecast period,MATRIX,0.4564,8
anl4_fs_detail_estimates_advanced_af_nd_totgw_high,Highest analyst estimate for Total Goodwill for the annual forecast period,MATRIX,0.5736,2
anl4_fs_detail_estimates_advanced_af_nd_totgw_low,Lowest analyst estimate for Total Goodwill for the annual forecast period,MATRIX,0.5736,3
anl4_fs_detail_estimates_advanced_af_nd_totgw_mean,Mean of analyst estimates for Total Goodwill for the annual forecast period,MATRIX,0.5736,3
anl4_fs_detail_estimates_advanced_af_nd_totgw_median,Median of analyst estimates for Total Goodwill for the annual forecast period,MATRIX,0.5736,10
anl4_fs_detail_estimates_advanced_af_nd_totgw_number,Number of analyst estimates for Total Goodwill for the annual forecast period,MATRIX,0.5736,2
anl4_fs_detail_estimates_basic_af_v4_nd_cfps_high,Cash Flow Per Share (CFPS) highest analyst estimate for the annual forecast,MATRIX,0.6574,6
anl4_fs_detail_estimates_basic_af_v4_nd_cfps_low,Cash Flow Per Share (CFPS) lowest analyst estimate for the upcoming fiscal year,MATRIX,0.6574,11
anl4_fs_detail_estimates_basic_af_v4_nd_cfps_mean,Cash Flow Per Share (CFPS) consensus mean of analyst estimates for the annual period,MATRIX,0.6574,19
anl4_fs_detail_estimates_basic_af_v4_nd_cfps_median,Cash Flow Per Share (CFPS) median of analyst estimates for the annual period,MATRIX,0.6574,47
anl4_fs_detail_estimates_basic_af_v4_nd_cfps_number,Cash Flow Per Share (CFPS) number of contributing analyst estimates for the annual period,MATRIX,0.6574,13
anl4_fs_detail_estimates_basic_af_v4_nd_currency,Home currency of the instrument,MATRIX,1.0,282
anl4_fs_detail_estimates_basic_af_v4_nd_div_high,Dividend per share highest analyst estimate for the annual forecast,MATRIX,0.8016,2
anl4_fs_detail_estimates_basic_af_v4_nd_div_low,Dividend per share lowest analyst estimate for the annual forecast,MATRIX,0.8016,4
anl4_fs_detail_estimates_basic_af_v4_nd_div_mean,Dividend per share consensus mean of analyst estimates for the annual period,MATRIX,0.8016,13
anl4_fs_detail_estimates_basic_af_v4_nd_div_median,Dividend per share median of analyst estimates for the annual period,MATRIX,0.8016,4
anl4_fs_detail_estimates_basic_af_v4_nd_div_number,Dividend per share number of contributing analyst estimates for the annual period,MATRIX,0.8016,5
anl4_fs_detail_estimates_basic_af_v4_nd_div_std,Dividend per share standard deviation of analyst estimates,MATRIX,0.3844,2
anl4_fs_detail_estimates_basic_af_v4_nd_eps_high,Earnings per share (EPS) highest analyst estimate for the annual period,MATRIX,0.9918,107
anl4_fs_detail_estimates_basic_af_v4_nd_eps_low,Earnings per share (EPS) lowest analyst estimate for the annual period,MATRIX,0.9918,62
anl4_fs_detail_estimates_basic_af_v4_nd_eps_mean,Earnings per share (EPS) consensus mean of analyst estimates for the annual period,MATRIX,0.9918,275
anl4_fs_detail_estimates_basic_af_v4_nd_eps_median,Earnings per share (EPS) median of analyst estimates for the annual period,MATRIX,0.9918,103
anl4_fs_detail_estimates_basic_af_v4_nd_eps_number,Earnings per share (EPS) number of contributing analyst estimates for the annual period,MATRIX,0.9918,72
anl4_fs_detail_estimates_basic_af_v4_nd_eps_std,Earnings per share (EPS) standard deviation of analyst estimates,MATRIX,0.6729,50
anl4_fs_detail_estimates_basic_af_v4_nd_sales_high,Sales/Revenue highest analyst estimate for the annual period,MATRIX,0.9917,20
anl4_fs_detail_estimates_basic_af_v4_nd_sales_low,Sales/Revenue lowest analyst estimate for the annual period,MATRIX,0.9917,16
anl4_fs_detail_estimates_basic_af_v4_nd_sales_mean,Sales/Revenue consensus mean of analyst estimates for the annual period,MATRIX,0.9917,52
anl4_fs_detail_estimates_basic_af_v4_nd_sales_median,Sales/Revenue median of analyst estimates for the annual period,MATRIX,0.9917,25
anl4_fs_detail_estimates_basic_af_v4_nd_sales_number,Sales/Revenue number of contributing analyst estimates for the annual period,MATRIX,0.9917,52
anl4_fs_detail_estimates_basic_af_v4_nd_sales_std,Sales/Revenue standard deviation of analyst estimates,MATRIX,0.6614,20
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_cfps_high,Highest Cash Flow Per Share estimate (delay 1 quarter),MATRIX,0.3873,2
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_cfps_low,Lowest Cash Flow Per Share estimate (delay 1 quarter),MATRIX,0.3873,2
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_cfps_mean,Average of Cash Flow Per Share estimates (delay 1 quarter),MATRIX,0.3873,2
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_cfps_median,Median Cash Flow Per Share estimate,MATRIX,0.3873,4
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_cfps_number,Number of Cash Flow Per Share estimates (delay 1 quarter),MATRIX,0.3873,3
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_div_high,Highest Dividend per share estimate (delay 1 quarter),MATRIX,0.599,15
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_div_low,Lowest Dividend per share estimate (delay 1 quarter),MATRIX,0.599,27
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_div_mean,Average Dividend per share estimate (delay 1 quarter),MATRIX,0.599,6
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_div_median,Median Dividend per share estimate,MATRIX,0.599,4
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_div_number,Number of Dividend per share estimates (delay 1 quarter),MATRIX,0.599,4
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_div_std,Standard deviation of Dividend per share estimates,MATRIX,0.267,2
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_eps_high,Highest Earnings Per Share estimate,MATRIX,0.9844,18
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_eps_low,Lowest Earnings Per Share estimate,MATRIX,0.9844,20
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_eps_mean,Mean Earnings Per Share estimate,MATRIX,0.9844,42
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_eps_median,Median Earnings Per Share estimate,MATRIX,0.9844,24
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_eps_number,Number of Earnings Per Share estimates,MATRIX,0.9844,370
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_eps_std,Standard deviation of Earnings Per Share estimates,MATRIX,0.7048,253
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_sales_high,Highest Sales estimate,MATRIX,0.9852,53
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_sales_low,Lowest Sales estimate,MATRIX,0.9852,35
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_sales_mean,Mean Sales estimate (delay 1 quarter),MATRIX,0.9852,13
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_sales_median,Median Sales estimate,MATRIX,0.9852,37
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_sales_number,Number of Sales estimates,MATRIX,0.9852,997
anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_sales_std,Standard deviation of Sales estimates,MATRIX,0.7069,147
anl4_fs_detail_estimates_basic_qf_v4_nd_cfps_high,Cash Flow Per Share - highest estimation,MATRIX,0.3873,9
anl4_fs_detail_estimates_basic_qf_v4_nd_cfps_low,Cash Flow Per Share - lowest estimation,MATRIX,0.3873,8
anl4_fs_detail_estimates_basic_qf_v4_nd_cfps_mean,Cash Flow Per Share - average of estimations,MATRIX,0.3873,3
anl4_fs_detail_estimates_basic_qf_v4_nd_cfps_median,Cash Flow Per Share - median of estimations,MATRIX,0.3873,1
anl4_fs_detail_estimates_basic_qf_v4_nd_cfps_number,Cash Flow Per Share - number of estimations,MATRIX,0.3873,1
anl4_fs_detail_estimates_basic_qf_v4_nd_div_high,Dividend per share - highest estimation,MATRIX,0.599,11
anl4_fs_detail_estimates_basic_qf_v4_nd_div_low,Dividend per share - lowest estimation,MATRIX,0.599,55
anl4_fs_detail_estimates_basic_qf_v4_nd_div_mean,Dividend per share - average of estimations,MATRIX,0.599,5
anl4_fs_detail_estimates_basic_qf_v4_nd_div_median,Dividend per share - median of estimations,MATRIX,0.599,3
anl4_fs_detail_estimates_basic_qf_v4_nd_div_number,Dividend per share - number of estimations,MATRIX,0.599,3
anl4_fs_detail_estimates_basic_qf_v4_nd_div_std,Dividend per share - standard deviation of estimations,MATRIX,0.267,6
anl4_fs_detail_estimates_basic_qf_v4_nd_eps_high,Earnings per share - highest estimation,MATRIX,0.9844,34
anl4_fs_detail_estimates_basic_qf_v4_nd_eps_low,Earnings per share - lowest estimation,MATRIX,0.9844,26
anl4_fs_detail_estimates_basic_qf_v4_nd_eps_mean,Earnings per share - mean of estimations,MATRIX,0.9844,44
anl4_fs_detail_estimates_basic_qf_v4_nd_eps_median,Earnings per share - 50th percentile (median) of estimations,MATRIX,0.9844,25
anl4_fs_detail_estimates_basic_qf_v4_nd_eps_number,Earnings per share - number of estimations,MATRIX,0.9844,309
anl4_fs_detail_estimates_basic_qf_v4_nd_eps_std,Earnings per share - standard deviation of estimations,MATRIX,0.7048,266
anl4_fs_detail_estimates_basic_qf_v4_nd_sales_high,Sales - the highest estimation,MATRIX,0.9852,45
anl4_fs_detail_estimates_basic_qf_v4_nd_sales_low,Sales - the lowest estimation,MATRIX,0.9852,31
anl4_fs_detail_estimates_basic_qf_v4_nd_sales_mean,Sales - mean of estimations,MATRIX,0.9852,37
anl4_fs_detail_estimates_basic_qf_v4_nd_sales_median,Sales - median of estimations,MATRIX,0.9852,13
anl4_fs_detail_estimates_basic_qf_v4_nd_sales_number,Sales - number of estimations,MATRIX,0.9852,990
anl4_fs_detail_estimates_basic_qf_v4_nd_sales_std,Standard deviation of Sales estimations,MATRIX,0.7069,180
anl4_fs_detail_lt_v4_nd_estimate,Current estimate value reported by the analyst,VECTOR,0.9834,5
anl4_fs_detail_lt_v4_nd_previosestimate,Previous estimate value prior to the latest revision,VECTOR,0.9791,5
anl4_fs_detail_rec_v4_nd_estimate,Recommendation value/rating provided by the broker/analyst,VECTOR,0.9797,25
anl4_fs_guidance_af_v4_nd_estimate,Point guidance estimate value for the item,VECTOR,0.6811,7
anl4_fs_guidance_af_v4_nd_maxguidance,Maximum value of the company’s annual guidance range for the item,VECTOR,0.6811,5
anl4_fs_guidance_af_v4_nd_minguidance,Minimum value of the company’s annual guidance range for the item,VECTOR,0.6811,0
anl4_fs_guidance_basic_af_v4_nd_estimate,Point estimate for the company’s basic annual financial guidance,VECTOR,0.5694,116
anl4_fs_guidance_basic_af_v4_nd_maxguidance,Maximum value of the company’s annual guidance range for the item,VECTOR,0.5694,40
anl4_fs_guidance_basic_af_v4_nd_minguidance,Minimum value of the company’s annual guidance range for the item,VECTOR,0.5694,42
anl4_fs_guidance_basic_qf_v4_nd_estimate,Point estimate value for the guidance item,VECTOR,0.4688,68
anl4_fs_guidance_basic_qf_v4_nd_maxguidance,Maximum guidance value for the item,VECTOR,0.4688,32
anl4_fs_guidance_basic_qf_v4_nd_minguidance,Minimum guidance value for the item,VECTOR,0.4688,38
anl4_fs_guidance_qf_v4_nd_currency,Currency code in which the guidance is reported,VECTOR,0.4722,9
anl4_fs_guidance_qf_v4_nd_estimate,Point guidance estimate value,VECTOR,0.4722,29
anl4_fs_guidance_qf_v4_nd_maxguidance,Maximum value of the guidance range for the item,VECTOR,0.4722,70
anl4_fs_guidance_qf_v4_nd_minguidance,Minimum value of the guidance range for the item,VECTOR,0.4722,61
anl4_fs_guidances_advanced_af_nd_bvps_maxguidance,Book value per share - maximum guidance value for the annual period,MATRIX,1.0,7
anl4_fs_guidances_advanced_af_nd_bvps_minguidance,Minimum annual guidance value for Book Value Per Share,MATRIX,1.0,7
anl4_fs_guidances_advanced_af_nd_capex_maxguidance,Maximum guidance value for capital expenditures on an annual basis,MATRIX,1.0,16
anl4_fs_guidances_advanced_af_nd_capex_minguidance,Minimum guidance value for capital expenditures on an annual basis,MATRIX,1.0,16
anl4_fs_guidances_advanced_af_nd_capex_value,Capital expenditures - total guidance value for the annual period,MATRIX,0.3493,5
anl4_fs_guidances_advanced_af_nd_cff_maxguidance,Maximum annual guidance value for Cash Flow From Financing,MATRIX,1.0,6
anl4_fs_guidances_advanced_af_nd_cff_minguidance,Minimum annual guidance value for Cash Flow From Financing,MATRIX,1.0,3
anl4_fs_guidances_advanced_af_nd_cfi_maxguidance,Maximum annual guidance value for Cash Flow from Investing,MATRIX,1.0,5
anl4_fs_guidances_advanced_af_nd_cfi_minguidance,Minimum annual guidance value for Cash Flow From Investing,MATRIX,1.0,6
anl4_fs_guidances_advanced_af_nd_cfo_maxguidance,Maximum guidance value for Cash Flow from Operations on an annual basis,MATRIX,1.0,9
anl4_fs_guidances_advanced_af_nd_cfo_minguidance,Minimum guidance value for cash flow from operations on an annual basis,MATRIX,1.0,11
anl4_fs_guidances_advanced_af_nd_currency,Pricing currency where the security trades for the annual period,MATRIX,1.0,3
anl4_fs_guidances_advanced_af_nd_custom_eps_maxguidance,Maximum guidance value for custom earnings per share on an annual basis,MATRIX,1.0,4
anl4_fs_guidances_advanced_af_nd_custom_eps_minguidance,Customized earnings per share - minimum guidance value for the annual period,MATRIX,1.0,1
anl4_fs_guidances_advanced_af_nd_ebit_maxguidance,Maximum annual guidance value for Earnings Before Interest and Taxes (EBIT),MATRIX,1.0,6
anl4_fs_guidances_advanced_af_nd_ebit_minguidance,Minimum guidance value for Earnings Before Interest and Taxes (EBIT) on an annual basis,MATRIX,1.0,6
anl4_fs_guidances_advanced_af_nd_ebitda_maxguidance,Maximum guidance value for EBITDA on an annual basis,MATRIX,1.0,3
anl4_fs_guidances_advanced_af_nd_ebitda_minguidance,Minimum annual guidance value for EBITDA,MATRIX,1.0,3
anl4_fs_guidances_advanced_af_nd_epsa_maxguidance,The maximum guidance value for adjusted earnings per share on an annual basis,MATRIX,1.0,5
anl4_fs_guidances_advanced_af_nd_epsa_minguidance,Minimum guidance value for adjusted earnings per share excluding extraordinary items and stock option expenses on an annual basis,MATRIX,1.0,5
anl4_fs_guidances_advanced_af_nd_epsr_maxguidance,Maximum guidance value for reported earnings per share (EPSR) for the annual period,MATRIX,1.0,10
anl4_fs_guidances_advanced_af_nd_epsr_minguidance,Reported Earnings per Share minimum guidance value for the annual period,MATRIX,1.0,16
anl4_fs_guidances_advanced_af_nd_fcf_maxguidance,The maximum guidance value for Free Cash Flow on an annual basis,MATRIX,1.0,13
anl4_fs_guidances_advanced_af_nd_fcf_minguidance,Minimum annual guidance value for Free Cash Flow,MATRIX,1.0,15
anl4_fs_guidances_advanced_af_nd_fcfps_maxguidance,Maximum annual guidance value for Free Cash Flow per Share (FCFPS),MATRIX,1.0,4
anl4_fs_guidances_advanced_af_nd_fcfps_minguidance,Minimum annual guidance value for Free Cash Flow per Share,MATRIX,1.0,5
anl4_fs_guidances_advanced_af_nd_ffo_maxguidance,Maximum guidance value for Funds from Operations on an annual basis,MATRIX,1.0,8
anl4_fs_guidances_advanced_af_nd_ffo_minguidance,Minimum annual guidance value for Funds From Operations,MATRIX,1.0,9
anl4_fs_guidances_advanced_af_nd_ffoa_maxguidance,Adjusted funds from operations - maximum guidance value for the annual period,MATRIX,1.0,2
anl4_fs_guidances_advanced_af_nd_ffoa_minguidance,Adjusted funds from operation - minimum guidance for the annual period,MATRIX,1.0,1
anl4_fs_guidances_advanced_af_nd_grossincome_maxguidance,Maximum guidance value for gross income on an annual basis,MATRIX,1.0,16
anl4_fs_guidances_advanced_af_nd_grossincome_minguidance,Minimum guidance value for Gross Income on an annual basis,MATRIX,1.0,11
anl4_fs_guidances_advanced_af_nd_netdebt_maxguidance,Maximum annual guidance value for Net Debt on an annual basis,MATRIX,1.0,12
anl4_fs_guidances_advanced_af_nd_netdebt_minguidance,Minimum annual guidance value for Net Debt,MATRIX,1.0,19
anl4_fs_guidances_advanced_af_nd_netprofit_maxguidance,The maximum guidance value for net profit on an annual basis,MATRIX,1.0,9
anl4_fs_guidances_advanced_af_nd_netprofit_minguidance,Minimum guidance value for Net Profit on an annual basis,MATRIX,1.0,6
anl4_fs_guidances_advanced_af_nd_netprofita_maxguidance,Maximum annual guidance value for adjusted net profit,MATRIX,1.0,18
anl4_fs_guidances_advanced_af_nd_netprofita_minguidance,Minimum annual guidance value for adjusted net profit,MATRIX,1.0,9
anl4_fs_guidances_advanced_af_nd_ptp_maxguidance,Maximum annual guidance value for Pretax income,MATRIX,1.0,8
anl4_fs_guidances_advanced_af_nd_ptp_minguidance,Minimum guidance value for pretax income on an annual basis,MATRIX,1.0,10
anl4_fs_guidances_advanced_af_nd_ptpr_maxguidance,Maximum annual guidance value for reported pretax income (PTPR),MATRIX,1.0,7
anl4_fs_guidances_advanced_af_nd_ptpr_minguidance,Reported Pretax income - minimum guidance value,MATRIX,1.0,6
anl4_fs_guidances_advanced_af_nd_rd_exp_maxguidance,Maximum guidance value for Research and Development Expense on an annual basis,MATRIX,1.0,5
anl4_fs_guidances_advanced_af_nd_rd_exp_minguidance,Minimum guidance value for Research & Development Expense on an annual basis,MATRIX,1.0,7
anl4_fs_guidances_advanced_af_nd_sga_maxguidance,"The maximum guidance value for Selling, General & Administrative Expense",MATRIX,1.0,6
anl4_fs_guidances_advanced_af_nd_sga_minguidance,"Minimum guidance value for Selling, General & Administrative Expense on an annual basis",MATRIX,1.0,6
anl4_fs_guidances_advanced_af_nd_sh_equity_maxguidance,Maximum annual guidance value for Shareholder's Equity,MATRIX,1.0,3
anl4_fs_guidances_advanced_af_nd_sh_equity_minguidance,Minimum guidance value for Shareholder’s Equity,MATRIX,1.0,8
anl4_fs_guidances_advanced_af_nd_shr_maxguidance,Maximum guidance value for Shares,MATRIX,1.0,7
anl4_fs_guidances_advanced_af_nd_shr_minguidance,Minimum guidance for shares on an annual basis,MATRIX,1.0,4
anl4_fs_guidances_advanced_af_nd_shrb_maxguidance,Maximum guidance value for Shares Basic for the annual period,MATRIX,1.0,1
anl4_fs_guidances_advanced_af_nd_shrb_minguidance,Minimum annual guidance value for Basic Shares (SHRB),MATRIX,1.0,4
anl4_fs_guidances_advanced_af_nd_soe_maxguidance,Stock option expense - maximum guidance value for the annual period,MATRIX,1.0,4
anl4_fs_guidances_advanced_af_nd_soe_minguidance,Minimum guidance value for stock option expense on an annual basis,MATRIX,1.0,14
anl4_fs_guidances_advanced_af_nd_tbvps_maxguidance,Maximum annual guidance value for Tangible Book Value per Share,MATRIX,1.0,8
anl4_fs_guidances_advanced_af_nd_tbvps_minguidance,Minimum annual guidance value for Tangible Book Value per Share,MATRIX,1.0,5
anl4_fs_guidances_advanced_af_nd_totassets_maxguidance,Maximum guidance value for total assets on an annual basis,MATRIX,1.0,5
anl4_fs_guidances_advanced_af_nd_totassets_minguidance,Minimum annual guidance value for Total Assets,MATRIX,1.0,3
anl4_fs_guidances_advanced_af_nd_totgw_maxguidance,Maximum guidance value for total goodwill on an annual basis,MATRIX,1.0,2
anl4_fs_guidances_advanced_af_nd_totgw_minguidance,Minimum guidance value for Total Goodwill,MATRIX,1.0,1
anl4_fs_guidances_advanced_qf_nd_bvps_maxguidance,Book Value Per Share – maximum guidance value among forecasts,MATRIX,1.0,3
anl4_fs_guidances_advanced_qf_nd_bvps_minguidance,Minimum guidance value for Book Value per Share (BVPS),MATRIX,1.0,3
anl4_fs_guidances_advanced_qf_nd_capex_maxguidance,Maximum guidance value for capital expenditures (CAPEX),MATRIX,1.0,12
anl4_fs_guidances_advanced_qf_nd_capex_minguidance,Minimum guidance value for Capital Expenditures,MATRIX,1.0,6
anl4_fs_guidances_advanced_qf_nd_cff_maxguidance,Cash Flow from Financing maximum guidance value,MATRIX,1.0,7
anl4_fs_guidances_advanced_qf_nd_cff_minguidance,Minimum guidance value for Cash Flow From Financing,MATRIX,1.0,3
anl4_fs_guidances_advanced_qf_nd_cfi_maxguidance,Maximum guidance value for Cash Flow from Investing,MATRIX,1.0,6
anl4_fs_guidances_advanced_qf_nd_cfi_minguidance,Cash Flow from Investing minimum guidance value,MATRIX,1.0,5
anl4_fs_guidances_advanced_qf_nd_cfo_maxguidance,Maximum guidance value for Cash Flow from Operations,MATRIX,1.0,38
anl4_fs_guidances_advanced_qf_nd_cfo_minguidance,Minimum guidance value for Cash Flow from Operations,MATRIX,1.0,30
anl4_fs_guidances_advanced_qf_nd_custom_eps_maxguidance,Custom Earnings per share - the highest guidance value,MATRIX,1.0,1
anl4_fs_guidances_advanced_qf_nd_custom_eps_minguidance,Custom Earnings per share - Minimum guidance value,MATRIX,1.0,2
anl4_fs_guidances_advanced_qf_nd_ebit_maxguidance,Maximum guidance value for EBIT,MATRIX,1.0,130
anl4_fs_guidances_advanced_qf_nd_ebit_minguidance,Minimum guidance value for Earnings Before Interest and Taxes (EBIT),MATRIX,1.0,50
anl4_fs_guidances_advanced_qf_nd_ebitda_maxguidance,Maximum guidance value for EBITDA,MATRIX,1.0,22
anl4_fs_guidances_advanced_qf_nd_ebitda_minguidance,"Minimum guidance value for EBITDA (Earnings before interest, taxes, depreciation and amortization)",MATRIX,1.0,30
anl4_fs_guidances_advanced_qf_nd_epsa_maxguidance,The maximum guidance value for adjusted earnings per share,MATRIX,1.0,6
anl4_fs_guidances_advanced_qf_nd_epsa_minguidance,Minimum guidance value for adjusted EPS (excluding extraordinary items and stock option expenses),MATRIX,1.0,23
anl4_fs_guidances_advanced_qf_nd_epsr_maxguidance,Maximum guidance value for reported EPS,MATRIX,1.0,6
anl4_fs_guidances_advanced_qf_nd_epsr_minguidance,Minimum guidance value for reported EPS,MATRIX,1.0,7
anl4_fs_guidances_advanced_qf_nd_fcf_maxguidance,Maximum guidance value for Free Cash Flow,MATRIX,1.0,37
anl4_fs_guidances_advanced_qf_nd_fcf_minguidance,Minimum guidance value for Free Cash Flow,MATRIX,1.0,23
anl4_fs_guidances_advanced_qf_nd_fcfps_maxguidance,The maximum guidance value for free cash flow per share,MATRIX,1.0,8
anl4_fs_guidances_advanced_qf_nd_fcfps_minguidance,Free cash flow per share minimum guidance value,MATRIX,1.0,2
anl4_fs_guidances_advanced_qf_nd_ffo_maxguidance,Maximum guidance value for Funds from Operation,MATRIX,1.0,4
anl4_fs_guidances_advanced_qf_nd_ffo_minguidance,Funds from operation - minimum guidance value,MATRIX,1.0,2
anl4_fs_guidances_advanced_qf_nd_ffoa_maxguidance,Adjusted funds from operation - maximum guidance value,MATRIX,1.0,2
anl4_fs_guidances_advanced_qf_nd_ffoa_minguidance,Minimum guidance value for Adjusted funds from operation,MATRIX,1.0,3
anl4_fs_guidances_advanced_qf_nd_grossincome_maxguidance,Maximum guidance value for Gross Income,MATRIX,1.0,8
anl4_fs_guidances_advanced_qf_nd_grossincome_minguidance,Minimum guidance value for Gross Income,MATRIX,1.0,12
anl4_fs_guidances_advanced_qf_nd_netdebt_maxguidance,Maximum guidance value for Net Debt,MATRIX,1.0,4
anl4_fs_guidances_advanced_qf_nd_netdebt_minguidance,Minimum guidance value for Net Debt,MATRIX,1.0,3
anl4_fs_guidances_advanced_qf_nd_netprofit_maxguidance,Maximum guidance value for Net Profit,MATRIX,1.0,15
anl4_fs_guidances_advanced_qf_nd_netprofit_minguidance,Net profit minimum guidance value,MATRIX,1.0,25
anl4_fs_guidances_advanced_qf_nd_netprofita_maxguidance,Maximum guidance value for Adjusted net income,MATRIX,1.0,1004
anl4_fs_guidances_advanced_qf_nd_netprofita_minguidance,Minimum guidance value for adjusted net income,MATRIX,1.0,1346
anl4_fs_guidances_advanced_qf_nd_ptp_maxguidance,Maximum guidance value for pretax income (PTP),MATRIX,1.0,114
anl4_fs_guidances_advanced_qf_nd_ptp_minguidance,Minimum guidance value for Pretax income,MATRIX,1.0,9
anl4_fs_guidances_advanced_qf_nd_ptpr_maxguidance,Maximum guidance value for Reported Pretax Income,MATRIX,1.0,9
anl4_fs_guidances_advanced_qf_nd_ptpr_minguidance,Minimum guidance value for reported pretax income (PTPR),MATRIX,1.0,11
anl4_fs_guidances_advanced_qf_nd_rd_exp_maxguidance,Maximum guidance value for Research and Development expense,MATRIX,1.0,1
anl4_fs_guidances_advanced_qf_nd_rd_exp_minguidance,Minimum guidance value for Research and Development Expense,MATRIX,1.0,5
anl4_fs_guidances_advanced_qf_nd_sga_maxguidance,Maximum guidance value for SG&A expenses,MATRIX,1.0,8
anl4_fs_guidances_advanced_qf_nd_sga_minguidance,"Selling, General and Administrative Expense - minimum guidance value",MATRIX,1.0,5
anl4_fs_guidances_advanced_qf_nd_sh_equity_maxguidance,Maximum guidance value for Total Shareholders’ Equity,MATRIX,1.0,2
anl4_fs_guidances_advanced_qf_nd_sh_equity_minguidance,Minimum guidance value for Shareholders' Equity,MATRIX,1.0,7
anl4_fs_guidances_advanced_qf_nd_shr_maxguidance,The maximum guidance for Shares,MATRIX,1.0,4
anl4_fs_guidances_advanced_qf_nd_shr_minguidance,Minimum guidance value for Shares,MATRIX,1.0,9
anl4_fs_guidances_advanced_qf_nd_shrb_maxguidance,Maximum guidance value for basic shares (SHRB),MATRIX,1.0,4
anl4_fs_guidances_advanced_qf_nd_shrb_minguidance,Minimum guidance value for Shares Basic,MATRIX,1.0,5
anl4_fs_guidances_advanced_qf_nd_soe_maxguidance,Maximum guidance value for stock option expense (SOE),MATRIX,1.0,3
anl4_fs_guidances_advanced_qf_nd_soe_minguidance,Stock option expense - minimum guidance value,MATRIX,1.0,1
anl4_fs_guidances_advanced_qf_nd_tbvps_maxguidance,Tangible Book Value per Share maximum guidance value,MATRIX,1.0,3
anl4_fs_guidances_advanced_qf_nd_tbvps_minguidance,Tangible Book Value per Share - minimum guidance value,MATRIX,1.0,5
anl4_fs_guidances_advanced_qf_nd_totassets_maxguidance,Maximum guidance value for Total Assets,MATRIX,1.0,7
anl4_fs_guidances_advanced_qf_nd_totassets_minguidance,Minimum guidance value for Total Assets,MATRIX,1.0,5
anl4_fs_guidances_advanced_qf_nd_totgw_maxguidance,"Maximum guidance value for Total Goodwill, i.e., the upper bound of the provided guidance range",MATRIX,1.0,4
